Name,LEVEL (Czech Republic),Game Rant,Playstation Official Magazine UK,Edge Magazine,Games.cz,Gamer.no,Washington Post,Softpedia,LaPS4,Vgames,DarkZero,Giant Bomb,Quarter to Three,Digital Spy,Cheat Code Central,Guardian,GRYOnline.pl,Gamersky,Digital Trends,SpazioGames,Telegraph,PSX Extreme,Meristation,Gameblog.fr,Easy Allies,Atomix,The Digital Fix,GameOver.gr,Game Over Online,Game Debate,Digital Chumps,DarkStation,Areajugones,3DJuegos,Game Informer,IGN Italia,We Got This Covered,Stevivor,TheSixthAxis,Twinfinite,Vandal,PLAY! Zine,PlayStation LifeStyle,PlayStation Universe,Press Start Australia,Push Square,Gaming Nexus,God is a Geek,IGN,IGN Spain,JeuxActu,M3,COGconnected,DualShockers,EGM,Everyeye.it,Game Revolution,Hobby Consolas,Game World Navigator Magazine,The Games Machine,Merlin'in Kazanı (Turkey),XGN,Power Unlimited,MMORPG.com,GamesBeat,Gamers' Temple,GamePro Germany,Multiplayer.it,CD-Action,TrueGaming,PlayGround.ru,InsideGamer.nl,Gamer.nl,Jeuxvideo.com,Gameplanet,Post Arcade (National Post),PlaySense,Critical Hit,Destructoid,CGMagazine,4Players.de,IGN Japan,Riot Pixels,GameCritics,The Daily Dot,Forbes,USgamer,Shacknews,Worth Playing,Cubed3,Metro GameCentral,GameSpot,Hardcore Gamer,Gamers Heroes,Video Chums,App Trigger,The Escapist,GameGrin,Slant Magazine,Ars Technica,British GQ,CNET,Eurogamer,Kotaku,Mashable,The A.V. Club,The Jimquisition,The Verge,VG247,Playstation Official Magazine Australia,Toronto Sun,Impulsegamer,GamesRadar+,NZGamer,Gamestyle,Gaming Age,Digitally Downloaded,VideoGamer,Eurogamer Germany,Eurogamer Spain,Eurogamer Italy,Games Master UK,Play UK,Pelit (Finland),CalmDownTom,Eurogamer Portugal,Level7.nu,Thunderbolt,GamingTrend,Gamer Escape,GameSkinny,Comicbook.com,Malditos Nerds,Daily Star,Screen Rant,GAMINGbible,RPG Site,Noisy Pixel,Attack of the Fanboy,RPG Fan,BaziCenter,ZTGD,RPGamer,Trusted Reviews,MGG,Wccftech,Player 2,GameSpace,TheGamer,Polygon,Gamereactor Denmark,LevelUp,GameSpew,The Sydney Morning Herald,New York Daily News,Yahoo!,AusGamers,GameCrate,PlayStation Country,games(TM),FANDOM,Metro Montreal,New Game Network,Time,Variety,Vice,KeenGamer,VGC,Carole Quintaine,GameMAG,Cultured Vultures,IBTimes UK,Arcade Sushi,Glixel,Wired,GameTrailers,ActionTrip,Brash Games,Eurogamer Poland,GamesVillage.it,Dealspwn,Kill Screen,Examiner,IGN Denmark,IGN Sweden,High-Def Digest,Hyper Magazine,PSNStores,Het Nieuwsblad,Road to VR,UploadVR,GMW3,GAMES.CH,Hey Poor Player,GamingBolt,Pure Playstation,Finger Guns,WellPlayed,Joystiq,Gamereactor Sweden,Let's Play Video Games,Sporting News,PCMag,NowGamer,Armchair Empire,PLAY,Siliconera,IGN France,Checkpoint Gaming,The Mako Reactor,PSX Brasil,GamersRD,Dexerto,Wired UK,D+PAD Magazine,MGG Spain,The Indie Game Website,But Why Tho?,IGN Adria,Inverse,Gamepressure,PC Games,Oyungezer,MeuPlayStation,Strategy Gamer,The Globe and Mail (Toronto),Machinima,GameFront,IGN Portugal,Gfinity,Shindig,GameByte,IndieWire,TierraGamer,TotalPlayStation,Launcher (The Washington Post),SECTOR.sk,NME,Android Central,Movies Games and Tech,Adventure Gamers,INVEN,GamesHub,Hooked Gamers,GGRecon,Gamer Limit
the-pinball-arcade,,,,,,,,,84.0,,,,,,,,,,,,,,83.0,70.0,,,,,,,,80.0,,85,,,,,80,,,,,,,,,,90,,80.0,,,,,,,,,,70.0,,,,,,,,,,,75.0,,,,,90.0,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,80.0,100.0,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
borderlands-the-handsome-collection,,70.0,70,,,,,,82.0,,,,,,90.0,,,,,80.0,,85.0,80.0,,,85.0,,80.0,85.0,,86.0,,,80,,83,,,,,82.0,,90,85.0,,80,80.0,90,84,85.0,75.0,,,,,80,80,91.0,,,,87.0,,82.0,,90.0,,78,80.0,,,85.0,80.0,,,,85.0,79,,80.0,,,,,,,,,,,80,,80.0,,,,,,,,,,,,,,,,,90.0,,86.0,,,,67.0,90.0,80,,,80.0,,,,,,80.0,,,,,,,,,,,,90.0,,,,,,,,,,,,,85.0,,,80.0,,,,,,,,,,,,,,,,,,85.0,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tom-clancys-the-division-2,,90.0,70,,,,,,,,,,,,56.0,,,75.0,90,85.0,...,,,,80.0,88.0,...,85.0,,,95.0,80.0,95.0,,90,,80,,80,80.0,,,85,85.0,80.0,70,88.0,,,,,,86,,,87,,91.0,,,,75.0,81.0,,,,,88,,80.0,,85.0,90.0,85.0,90,...,80.0,,85,50.0,89,,,,,,,,80.0,90.0,70,90,80.0,80.0,83.0,,,,70.0,,,,,...,,,...,,...,,,84.0,90,,,100.0,90.0,,,,90.0,,,,,,,,,,,,,80.0,90.0,,,,,,,,,80,,85.0,,,,,,,,,80.0,,,85,,,,,,...,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madden-nfl-18,,,,,,,,,,,,,,,90.0,,,,90,,,,88.0,80.0,,,,,,,90.0,,90.0,,83,85,70,,90,90.0,88.0,,90,85.0,,70,,,86,,,,,85,,,60,,,,,75.0,,,,,,88,,,,,,,,,75.0,,75,,,,,,,,90,90,85.0,,,90,90.0,,,70,,,,,,,,,,,,,,,,78.0,70,83.0,,83.0,80.0,,,,,,,,,,,,80,,,,,,,,,,,,,,,70,,,,,,80,,,,75.0,80.0,,,,,,,,,,,...,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madden-nfl-17,,,80,,,,,,80.0,,,,,,90.0,80,,,,85.0,80,,,80.0,,,,,,,88.0,80.0,,85,85,82,,,,80.0,,,85,75.0,,80,70.0,85,86,,,,,,,,,,,85.0,,90.0,,,,,,,,,,,,,,80,85.0,,,,,,,,,,80,,,,,80,70.0,,,,,,,,,...,,,,,,,,,,80.0,,,,,80.0,,,,,,,,,,,,80,,,,,,,,,,,,,,,80,,,,,,,,,,,,80.0,,88,,90.0,,,,,,,,,,,,,90.0,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1-2016,,80.0,80,,,,,,80.0,,,,,90.0,,,,,,85.0,80,,,80.0,,80.0,80,,,,82.0,,80.0,80,80,80,70,,80,80.0,82.0,,80,85.0,,80,,80,88,85.0,80.0,90.0,81,,,80,,86.0,,87.0,,90.0,,,,,,85,85.0,,,85.0,80.0,,,,85.0,85,,90.0,,,,,,86,80,,,,,80,,,,,,,,,,,,,,,,,,,,92.0,,,,,80.0,,,,70.0,83.0,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
destiny-2-forsaken,,,80,90.0,,,70.0,,,,,80,,,,,,,80,,,,,70.0,,80.0,,80.0,,,90.0,,85.0,,93,,80,,90,90.0,80.0,,95,,,70,88.0,85,90,,,,85,,80,88,,,,,,80.0,,,,,,90,,,,,,85.0,,,85.0,85,70,,,,,,,,,,90.0,70.0,80,80,80.0,,,,,80.0,70.0,,,,,,,,,...,,,,86.0,80,,,91.0,,,,,,,,,,,,,,,,,,,,,80.0,,,,,70.0,,,,,,,,...,,,,,,,,...,,,...,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tales-of-arise,,,,,,,,,86.0,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,80.0,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,95,80,,,90.0,,,,,,,,,,,,,,,80.0,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yooka-laylee-and-the-impossible-lair,,50.0,70,,,,,,84.0,,,,,,,,,,,,,,,,85.0,87.0,90,70.0,95.0,,,90.0,,,85,81,,,70,80.0,,,,85.0,,70,,95,87,,,,91,75,,83,60,86.0,,74.0,,,,,,,85.0,85,,90.0,,,80.0,80.0,,,90.0,,,95.0,78,,,,,,,,,,80,,,,85.0,,,,,,,,,,,,,,,,,100.0,,,,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n++,,,90,,,,80.0,,,,,,,80.0,,,,,,,,,,80.0,,89.0,90,60.0,,,,,,85,80,87,80,,80,80.0,87.0,,80,85.0,,90,,95,,80.0,,,,,,,,84.0,,,,75.0,,,93,,,85,,,,87.0,80.0,,,90,85.0,,85,80.0,,,,85.0,,,,,,,80,80,90.0,,,,,,,...,,,,,,...,,,,,,,80,85.0,90.0,,,70,,,80.0,75.0,68.0,,,,70.0,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,80.0,,87.0,,75.0,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro-evolution-soccer-2015,80.0,,90,,80.0,70.0,,,80.0,,80.0,,,80.0,,80,90.0,,,,80,,84.0,80.0,,,90,85.0,,,84.0,,,80,85,93,,,,,80.0,,,90.0,,80,,90,90,,80.0,,,,,90,,,,,77.0,75.0,,,,,,88,,,,77.0,80.0,,,,,,,,70,,,,,,,,,,80,80,80.0,,,,,,,,,,90,,,,,,,85.0,,80.0,90,80.0,90.0,,70.0,80,70.0,60.0,80.0,85.0,88.0,84.0,70.0,90.0,80.0,,,,,,,,,,,,,,,,,,,,,,,80,,85.0,,,,,86.0,,,80.0,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atelier-sophie-2-the-alchemist-of-the-mysterious-dream,,,,,,,,,,,,,,,,,,,,75.0,,,85.0,,,,,,,,,,,,,80,,,90,,,,,70.0,,80,,90,,,,,,,,75,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,80.0,,,,,,92.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,70.0,,,,,,,,85,,80.0,,,,,,,,90.0,,85.0,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,,,,80.0,,80.0,,,95.0,,,,,,,,70.0,,,,,,,,,,80.0,,,,,,,,,,,75.0,,,,,,
desperados-iii,,,80,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,80.0,,,90,90.0,,70,,,80,,,,,,,,,70.0,,,,85.0,,,,87.0,,,,,,,,90.0,,,85.0,,,90.0,,,,85.0,,,,,86.0,,70,,,,,,,,80.0,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,85.0,,90.0,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dark-souls-iii-the-ringed-city,100.0,,,,,,,,85.0,,,,,,,,,,,,,,85.0,80.0,,90.0,,100.0,,,80.0,,,,,84,80,,,80.0,,,,,,80,,80,80,,,,82,,,80,,,,,,70.0,,,,93.0,,,,,,,,,,,,,,70.0,91,,,,,,,,,,80,,,,74.0,,,,,,,,,,,,,,,,,80.0,,,,,,,,,80.0,75.0,,,,,,,,,,,,,,,,,,,80.0,80.0,,80,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-great-ace-attorney-chronicles,,70.0,,,,,,,,,,,,,,,,,,87.0,,,,,,90.0,,90.0,,,,,,...,,75,80,,90,,,,,85.0,,80,,,,70.0,,,80,,,85,,78.0,,83.0,,,,,,,,80,,,,,,80.0,,,,,,,,,,,,,,,90.0,,80,80,,,92.0,85,,,,,,,,...,,,,,,,,,,,,,,70,,,80.0,,,,,,,,90,90.0,,80,,,,,,100.0,80.0,,,80.0,,,,90.0,,,80,,,,80,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,70.0,,,,95.0,,,,,,80.0,,,,,,,,,,,,,,100.0,,,,85.0,,,,,,,,,,,,
i-expect-you-to-die,,,80,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,80.0,,,,,,,70,,,,85,70.0,,,,,,,,,85,,,85,,,,,,,,,,,,,,,,,,,,,,,,,75,,,85.0,,,,,,,,80,80.0,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,87.0,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sairento-vr,,,80,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,75.0,,80,95.0,,80,,90,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,90.0,,,,,84.0,,80,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,80,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huntdown,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,70.0,,,,,,,90,,80.0,,,80.0,,80,,,,,,80.0,,,,82,,80.0,,,,85.0,,,,,,,,,,,,,,,,,80,,80,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
galak-z-the-dimensional,,80.0,80,80.0,,,,,,,,80,,,,,,,,,,,,,,89.0,,,,,90.0,80.0,,,80,86,90,,80,80.0,80.0,,80,,,90,,50,83,,,,80,,,90,80,79.0,,,,,,,88,,,84,,,,,,,,,,,70,90.0,80,,,55.0,,,90,,,,,80,90.0,,,,,,,,,,,,,...,,,,80.0,,,,,,91.0,,,,,80.0,85.0,,,,,,,90,,,,,,,,,,80.0,,,,,,,,,,,90,,80.0,,,,,,85,,,,,,,,,,,,,,,,,,85.0,,90.0,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sportsfriends,,,80,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,90,60.0,,70,,,87,,,,,,,85,,,,,,,,,,,,78,,,,,,,,,,,70,,,,,,,,,80,,,90,80,80.0,,,,,,,,,,90,,,,,,,80.0,,,80,,90.0,,,,,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hitman-2,80.0,80.0,90,,,80.0,,85.0,85.0,65.0,,80,,,86.0,80,80.0,79.0,80,86.0,,,90.0,70.0,80.0,80.0,,70.0,,,91.0,,85.0,80,80,80,,,80,80.0,85.0,75.0,90,90.0,,80,95.0,95,77,,80.0,,85,90,,80,80,83.0,,,,,75.0,,91,,85.0,80,,,,85.0,75.0,85.0,90,80,80.0,90,80,,82,,,,80,,90,90,84.0,,80,80,80.0,,84.0,,,85.0,90.0,...,,,...,,,,,...,,,,,70,,,,90.0,,,,,,,,,,,,,,,,,,,,,,90.0,,80.0,85.0,,,,80.0,,,,...,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
death-stranding,100.0,40.0,80,60.0,90.0,80.0,90.0,,96.0,70.0,,40,,60.0,94.0,80,90.0,100.0,70,94.0,,100.0,80.0,80.0,80.0,100.0,,90.0,,,100.0,90.0,97.0,90,70,98,100,35,100,90.0,92.0,90.0,95,80.0,80.0,100,95.0,90,68,87.0,90.0,90.0,93,80,100,90,100,93.0,72.0,88.0,80.0,85.0,90.0,,,,89.0,92,85.0,70.0,75.0,100.0,95.0,95.0,100,90,90.0,80,80,75.0,95,95.0,,65.0,,,70,90,91.0,100.0,70,90,70.0,85.0,,,,80.0,90.0,...,...,,...,...,...,...,...,...,60,,,80.0,70,,,100.0,100.0,80,,,90.0,,,,,,,,100,,,,,100.0,100.0,60.0,,,80.0,,100.0,80.0,,100,98.0,,,,60,...,,85.0,60,70.0,80.0,,60.0,83,,,,91.0,65,...,,...,,60.0,100.0,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skullgirls-2nd-encore,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,80,,88,,,90,,78.0,,70,90.0,,70,,,,79.0,,,,,,,,,,,,90.0,,,78,,,80,,,,,,,,,75.0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invisible-inc-console-edition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,90,,,,,,85,90.0,,90,,70,,77.0,,,91,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,75.0,,,,,80.0,,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resident-evil-4-2005,,,,,,,,,82.0,,90.0,,,,,,,,,,,,80.0,70.0,,,80,60.0,,,76.0,,,,,,90,,,,80.0,,,85.0,,100,,100,,,,,90,,,,,75.0,,,90.0,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,80,,80.0,,,,,,,,,,,,,,,,,80.0,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mortal-kombat-11,80.0,90.0,80,50.0,,80.0,,90.0,,85.0,,,,,90.0,,,,90,88.0,80,,90.0,80.0,75.0,89.0,90,70.0,,,93.0,80.0,85.0,90,,93,70,70,70,90.0,92.0,85.0,85,95.0,90.0,70,80.0,90,90,88.0,90.0,70.0,93,,,88,90,89.0,,85.0,89.0,85.0,91.0,,,,85.0,90,,80.0,80.0,81.0,85.0,90.0,,,90.0,90,70,95.0,,,,90.0,,,70,70,80.0,80.0,80,90,70.0,70.0,,,70.0,,60.0,...,,,...,,,,,,,,,84.0,80,,,91.0,,,,,90.0,,,,,,,,90,,,,,60.0,,,,,,,80.0,,,80,90.0,85.0,,80,,...,,,,,100.0,,78.0,85,80.0,,,,,,80,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spyro-reignited-trilogy,80.0,,90,,,80.0,,,89.0,,,,,,,,85.0,,,90.0,,,80.0,70.0,80.0,85.0,70,85.0,82.0,,90.0,80.0,88.0,85,,80,80,,80,90.0,80.0,95.0,90,90.0,90.0,80,95.0,80,85,,85.0,80.0,85,85,85,88,80,85.0,81.0,84.0,81.0,75.0,,,88,84.0,85.0,88,80.0,,85.0,80.0,80.0,75.0,75,,90.0,75,80,70.0,,,70.0,,,95,,,80.0,70.0,70,80,90.0,,84.0,,70.0,,50.0,,,,...,,,,...,,,,,92.0,,,,100.0,70.0,,,,90.0,,,,,,,,95,,,,,,,,,,90.0,,,,,80,,85.0,,80,,...,,85.0,,80.0,,,,,80.0,,80,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
little-nightmares-ii,,80.0,80,,60.0,80.0,,,86.0,,,,,,,,,90.0,,81.0,,,,80.0,85.0,,,,,,95.0,100.0,80.0,,,80,70,,80,90.0,,,70,90.0,75.0,60,85.0,90,,80.0,80.0,80.0,90,90,,80,,82.0,,90.0,,85.0,78.0,,,,78.0,85,,85.0,,,,70.0,,,80.0,,,80.0,82,,,90.0,,,,90,,,90,70,,85.0,,95,,,,,,,...,,,,,,,,,80.0,,,,,80.0,70,,,80.0,,,,,,,,85,,,80,85.0,90.0,70.0,90.0,,,,,,,,80,,60.0,,,,,,78.0,90,,,,,,,,,,,,,,,80.0,80.0,80.0,85.0,,,,,,,,,,,,,,,,,,,,,,83.0,,90.0,,,85.0,,,,,,,,,,80.0,,,,,,,,86.0,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,
control,,,90,80.0,,,,,85.0,85.0,,,100.0,,,80,80.0,,70,88.0,,,75.0,80.0,90.0,90.0,70,90.0,,,95.0,,70.0,,,,40,,90,70.0,,,70,70.0,95.0,70,85.0,,88,87.0,80.0,60.0,89,,,90,90,78.0,,,,,71.0,,,,79.0,87,,70.0,85.0,82.0,85.0,75.0,80,,90.0,,,,,,,80.0,,,80,80,81.0,80.0,80,80,90.0,90.0,,80,,85.0,90.0,,...,,...,...,...,,...,...,80,,,,,,,,90.0,,,,90.0,,,,,,,,,,,,,,90.0,,,,,,,95.0,,80,,,,,,,,,,,,,,,80.0,,,,,...,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
efootball-pes-2020,,,90,,80.0,,,90.0,87.0,,,,,,,,,82.0,,85.0,60,,85.0,80.0,,,70,80.0,,,,,88.0,85,80,92,,,...,,90.0,90.0,80,75.0,,70,,75,83,88.0,85.0,,,80,,88,80,87.0,,91.0,,,81.0,,,,89.0,90,80.0,,,85.0,85.0,80.0,,,80.0,75,,,74,85.0,74.0,,,,,,,,80,90,80.0,,,,,,,,,,...,,,,,,,,,80.0,80,,,,,,,,80.0,,,,,,,,,,,,,,90.0,,,,,,85.0,,,80,,,,,,...,,88.0,,,,,,,80.0,,,,70,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dishonored-death-of-the-outsider,,,90,,,50.0,,,80.0,,,,,,,80,,,80,80.0,,,80.0,80.0,,90.0,,80.0,85.0,,80.0,80.0,,80,85,81,80,,90,,84.0,,70,80.0,,80,90.0,85,84,80.0,85.0,,,80,,80,,,,,,85.0,,,,,,,80.0,,,80.0,,,,,80.0,85,,80.0,,,,80.0,,,,,,,80,80,80.0,,,,,,,,,,...,,,...,,,,,,,80,93.0,,,,90,,,80.0,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,80.0,,,,,,83,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
streets-of-rage-4,,,80,80.0,,,70.0,,82.0,,,,,,,,,,,79.0,,,87.0,80.0,,,80,,,,85.0,,90.0,,70,80,,,90,,85.0,,90,95.0,65.0,70,,95,70,85.0,85.0,,,,,85,,88.0,,,,,,,,90.0,87.0,,,,,,90.0,85.0,,,,,,90.0,85,,,,,,,,,,80,80,,,79.0,,,,,,,,...,,...,,,,,,,92.0,,,,,,80,,,,,,,,,,,,,,80,,,,80.0,,,,,85.0,,,80,,,,,,,,,90,90.0,,,,,80.0,,,,,,,,85.0,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two-point-hospital,80.0,,80,,,,,,,,,,,,,,,,,,,,80.0,80.0,,,,80.0,,,,80.0,,,,,,,80,,,,85,,,80,,85,,,,,,,,,,,,,,,,,,,82.0,,,,,,85.0,,,,85.0,80,,,83,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,90.0,,,70.0,,,,,80.0,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lovers-in-a-dangerous-spacetime,,,70,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,85.0,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gris,,,80,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,85,85.0,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
