Name,LEVEL (Czech Republic),Game Rant,Playstation Official Magazine UK,Edge Magazine,Games.cz,Gamer.no,Washington Post,Softpedia,LaPS4,Vgames,DarkZero,Giant Bomb,Quarter to Three,Digital Spy,Cheat Code Central,Guardian,GRYOnline.pl,Gamersky,Digital Trends,SpazioGames,Telegraph,PSX Extreme,Meristation,Gameblog.fr,Easy Allies,Atomix,The Digital Fix,GameOver.gr,Game Over Online,Game Debate,Digital Chumps,DarkStation,Areajugones,3DJuegos,Game Informer,IGN Italia,We Got This Covered,Stevivor,TheSixthAxis,Twinfinite,Vandal,PLAY! Zine,PlayStation LifeStyle,PlayStation Universe,Press Start Australia,Push Square,Gaming Nexus,God is a Geek,IGN,IGN Spain,JeuxActu,M3,COGconnected,DualShockers,EGM,Everyeye.it,Game Revolution,Hobby Consolas,Game World Navigator Magazine,The Games Machine,Merlin'in Kazanı (Turkey),XGN,Power Unlimited,MMORPG.com,GamesBeat,Gamers' Temple,GamePro Germany,Multiplayer.it,CD-Action,TrueGaming,PlayGround.ru,InsideGamer.nl,Gamer.nl,Jeuxvideo.com,Gameplanet,Post Arcade (National Post),PlaySense,Critical Hit,Destructoid,CGMagazine,4Players.de,IGN Japan,Riot Pixels,GameCritics,The Daily Dot,Forbes,USgamer,Shacknews,Worth Playing,Cubed3,Metro GameCentral,GameSpot,Hardcore Gamer,Gamers Heroes,Video Chums,App Trigger,The Escapist,GameGrin,Slant Magazine,Ars Technica,British GQ,CNET,Eurogamer,Kotaku,Mashable,The A.V. Club,The Jimquisition,The Verge,VG247,Playstation Official Magazine Australia,Toronto Sun,Impulsegamer,GamesRadar+,NZGamer,Gamestyle,Gaming Age,Digitally Downloaded,VideoGamer,Eurogamer Germany,Eurogamer Spain,Eurogamer Italy,Games Master UK,Play UK,Pelit (Finland),CalmDownTom,Eurogamer Portugal,Level7.nu,Thunderbolt,GamingTrend,Gamer Escape,GameSkinny,Comicbook.com,Malditos Nerds,Daily Star,Screen Rant,GAMINGbible,RPG Site,Noisy Pixel,Attack of the Fanboy,RPG Fan,BaziCenter,ZTGD,RPGamer,Trusted Reviews,MGG,Wccftech,Player 2,GameSpace,TheGamer,Polygon,Gamereactor Denmark,LevelUp,GameSpew,The Sydney Morning Herald,New York Daily News,Yahoo!,AusGamers,GameCrate,PlayStation Country,games(TM),FANDOM,Metro Montreal,New Game Network,Time,Variety,Vice,KeenGamer,VGC,Carole Quintaine,GameMAG,Cultured Vultures,IBTimes UK,Arcade Sushi,Glixel,Wired,GameTrailers,ActionTrip,Brash Games,Eurogamer Poland,GamesVillage.it,Dealspwn,Kill Screen,Examiner,IGN Denmark,IGN Sweden,High-Def Digest,Hyper Magazine,PSNStores,Het Nieuwsblad,Road to VR,UploadVR,GMW3,GAMES.CH,Hey Poor Player,GamingBolt,Pure Playstation,Finger Guns,WellPlayed,Joystiq,Gamereactor Sweden,Let's Play Video Games,Sporting News,PCMag,NowGamer,Armchair Empire,PLAY,Siliconera,IGN France,Checkpoint Gaming,The Mako Reactor,PSX Brasil,GamersRD,Dexerto,Wired UK,D+PAD Magazine,MGG Spain,The Indie Game Website,But Why Tho?,IGN Adria,Inverse,Gamepressure,PC Games,Oyungezer,MeuPlayStation,Strategy Gamer,The Globe and Mail (Toronto),Machinima,GameFront,IGN Portugal,Gfinity,Shindig,GameByte,IndieWire,TierraGamer,TotalPlayStation,Launcher (The Washington Post),SECTOR.sk,NME,Android Central,Movies Games and Tech,Adventure Gamers,INVEN,GamesHub,Hooked Gamers,GGRecon,Gamer Limit
cozy-grove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,68.0,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
assassins-creed-rogue-remastered,,,,,,,,,,,,,,,,,65.0,,,70.0,,,,,,,60,,,,,80.0,,,,71,80,,,60.0,70.0,,40,75.0,,60,,,,,70.0,,73,,,70,,79.0,,65.0,65.0,75.0,,,,,82.0,75,,,,,65.0,70.0,,,,,,,65,,,,,,,,60.0,90.0,,,,,,65,,,,,,,,,,,,,,,,,,,,,100.0,,,,70.0,,,,,,,,,,,,,,,,,,,,70.0,,,,,73.0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tesla-vs-lovecraft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,80.0,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-of-duty-modern-warfare-2-campaign-remastered,,,70,,70.0,80.0,,70.0,,,,,,,,,,,,60.0,,,,,,,,60.0,,,,60.0,,85,,,,,,,70.0,80.0,70,55.0,75.0,70,80.0,80,70,,80.0,,85,70,,80,60,79.0,,,,80.0,,,,80.0,,,70.0,,,,,70.0,,,,65,70,,78,,,,,,,,,,50,,70.0,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,80.0,50.0,,,80.0,,,,,,80,,80.0,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
portal-knights,,,,,,50.0,,,74.0,,,,,,,,,,,75.0,,,,70.0,,,,,,,,,55.0,70,,,,,,60.0,70.0,,75,80.0,,70,,80,,60.0,,,70,,,77,,,,80.0,,,,70.0,,,,80,,,,,,,,,,,,70.0,70,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,80.0,,70.0,,,,,,,,,70.0,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-hong-kong-massacre,,,70,,,,,,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,76.0,,,85.0,,40,,,79,72.0,,,,,,,,80.0,,,,,,,,,,78,,,,,,70.0,,,80.0,,,,79,,,,,,,,,,,70,,,,,,,,,,,,,...,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,,,,,,,,,60.0,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
assetto-corsa-competizione,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,70.0,,,,,,,,80,,,60,,70.0,,,70.0,,,,,60,70.0,,,80,,,80,,60.0,,90.0,,,,,,,,85,,,,,70.0,80.0,,,70.0,,,,68,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relicta,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,70.0,,70,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevel-zero-redux,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,60.0,67,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eve-valkyrie,,,50,,,,,,,,,,,,,,,,,,,,,70.0,,,,,88.0,,,,,75,,73,,,70,,,,75,,,80,,70,79,,70.0,,,,,85,,68.0,,70.0,,60.0,,,,,,75,80.0,,,,,,,,65.0,70,,,80,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,50.0,,70.0,,,,,,,,,,,,,,,,,80,,,,,,,,,,80.0,,,,,80,,,,,,,,,,,,,,,70.0,70.0,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bendy-and-the-ink-machine,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,65.0,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volume,,,70,,,70.0,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,70,,,60.0,,,,80.0,,70,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,70,,80.0,,,,,,,,,,,,,...,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,60.0,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shantae-and-the-seven-sirens,,,70,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,60,,,,,,,,,,,,,,,,77.0,,,,40.0,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zombi,,,70,,,,,,75.0,,,,,,,,,,,65.0,80,78.0,,70.0,,,80,,68.0,,,,,65,,,,,,,70.0,,60,75.0,,80,,80,,68.0,,,,,,,,76.0,,,,70.0,,,,,,,,,,,80.0,,,,70.0,77,,60.0,,,,,,,,,,,70,70,,,,,,,,,,,,,,,,,,70.0,,,50,,,,60.0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-sojourn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,65,,,,,,,70.0,,95.0,,70,,,,,,,,,,,,,,,,,,,,,,75,80.0,,,,80.0,,,,80.0,,,,65,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,80,,,,,,60.0,,,,,,75.0,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-fall-part-2-unbound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,78,70,,,,78.0,,70,,,,,70,,,,,90,,,74,,,,,,,,,,,79.0,,,,,,,,,,60.0,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cold-iron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,80.0,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,90.0,,,,,,,60,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-bit-adventure-anthology-volume-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,70.0,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruiner,,,70,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,70,75,,50,60,,,,90,85.0,,80,,,60,,80.0,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
samurai-warriors-4-empires,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,75,,,60,,80,,77.0,,60,60.0,,70,80.0,80,,70.0,,,72,,,65,50,,,,,70.0,,,,83.0,,,,,,,,,,,,,,85.0,,,,60.0,,,,,75.0,,,,80.0,,,,60.0,,,,,,,,,,,,,,,50.0,,,,,90.0,,,,80.0,,,,,,,,,,,,,,,,,,70.0,,,60.0,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
riptide-gp-renegade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,75.0,,,75.0,,,,,,,,,77,,,70,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xuan-yuan-sword-7,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,60.0,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,89,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,80.0,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,
the-lego-movie-videogame,,,60,,60.0,70.0,,,,,,,,60.0,,,,,,70.0,,,,,,,,,,,,,,80,,69,,,,,80.0,,,,,70,,70,65,,,,,,,,70,,,,,65.0,,,,,,,,,,,,,,85,75.0,70,,,,,,,,,,,,,70,,,,,,,,70.0,,,,,,,,,,,65.0,80.0,70.0,80,,,,,60,,,80.0,66.0,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,80.0,78.0,,,,,,,,60.0,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,
beyond-a-steel-sky,,,,,,,,,,,,,,,,,,,,73.0,,,,,,,,70.0,,,,,,,,70,,,,,,,90,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,80,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chambara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,80,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,70,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,50.0,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doki-doki-universe,,,70,60.0,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,75,80,,,,,,,55,60.0,,60,74.0,,70,,,,,,,75,,,,,,75.0,,,,,,,,,,68.0,70.0,,,,70.0,,70,,,,,,,,,,70.0,,70,70,,,,,,,50.0,,,,,,,,,,,70.0,,,70,,70.0,,,,,,,78.0,,,,60.0,,,,,,,,,,,,,,,,78.0,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psychonauts-in-the-rhombus-of-ruin,,,70,,,,,,,,,,,,,,,,,,,,,70.0,,78.0,,,,,80.0,70.0,,,65,80,,,70,,75.0,,70,70.0,,50,,,75,,,,90,,,78,,,,,,,,,,,,70,60.0,,,,80.0,,,,80.0,,85,60.0,75,,,75.0,,,,,,,60,60,80.0,,,,,,,,,,,,,,,,,70.0,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,80,,,,,,70.0,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,60.0,,,50,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,
mass-effect-andromeda,,,70,,,70.0,,,90.0,,,40,,60.0,60.0,60,85.0,,,,60,,,70.0,60.0,85.0,70,80.0,,,,60.0,,80,80,78,70,,80,70.0,78.0,,65,80.0,,60,,85,77,85.0,80.0,,88,75,,85,70,84.0,,,,,78.0,,,,,80,80.0,,,70.0,,,,85,75.0,80,,,,,,,,85,60,,70.0,,60,60,70.0,,,65,,,50.0,,,...,...,...,...,,50,...,,70.0,,,70,,,75.0,,,,,80.0,81.0,,,,,,,,,,,,,,,70.0,,,78,60.0,,80,70,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heavens-vault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,95.0,,50,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,86,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,80.0,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-walking-dead-the-telltale-series---the-final-season-episode-2-suffer-the-children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,80,75.0,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,70.0,,,70.0,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flow,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,70,70.0,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no-mans-sky,,70.0,80,,,50.0,50.0,,75.0,,,60,,,78.0,80,55.0,,,75.0,80,,75.0,70.0,60.0,70.0,50,,60.0,,80.0,40.0,85.0,75,75,75,70,65,70,90.0,75.0,70.0,90,75.0,,70,70.0,75,60,90.0,65.0,80.0,80,,70,80,70,85.0,,68.0,,90.0,,,80,,73.0,70,70.0,,,60.0,,,60,80,75.0,65,70,60.0,59,,,80.0,70,60,70,60,,,60,70,70.0,,,,,,90.0,...,,,,...,,...,50,,,60.0,,86.0,70,70.0,,75.0,100.0,60,,,70.0,77.0,,,,,,,80,,,,,,,,,,60.0,,60.0,70.0,,70,,,,,,60,,70.0,80,,,70.0,,80,60.0,80.0,,,,90,,,,,,,,80.0,60.0,,...,,,90.0,70.0,,,87.0,,,99.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
megadimension-neptunia-viir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,60.0,,,,,83.0,,,,,,,,,,,,,,,,,,,,,67.0,90.0,,,,,,,,,,,,,,,,,,,,80.0,,80.0,79,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fracked,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,80,,80.0,,,,,70,,80,70,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,80,60.0,,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,...,60.0,,,,90.0,,,,,,,,,,40.0,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,
amazing-discoveries-in-outer-space,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,80.0,,,,,,,60,,,,65,,,,70.0,65,,74.0,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,80.0,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summon-night-6-lost-borders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,70.0,,,,,,60,,,70.0,,70,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
squishies,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,70.0,,,,,,,,,77.0,,,60.0,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gauntlet-slayer-edition,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,40.0,,,,74,80,,60,,,,80,,,80,,75,71,,,,75,,,,,79.0,,,,,,,,,,78,,,,,,,,,,,,,75,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,,,70.0,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,75.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minecraft-story-mode---episode-1-the-order-of-the-stone,,,60,60.0,,,,,,,60.0,,,80.0,,,,,,,,,,60.0,,70.0,70,,,,,,,,,,,,,,,,80,75.0,,60,,,,,,,70,,,,80,,,,,,,,,,,,,,,,,,,65,70.0,,,,,,,80.0,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,82.0,,,,,,80,,,,85.0,,,,,,,60,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,40,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fairy-fencer-f-advent-dark-force,,,,,,,,,,,80.0,,,,,,,,,65.0,,,,,,,,,,,,,65.0,,,,80,,50,,70.0,,65,80.0,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,70.0,,70,,73,,,80.0,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,25,,,,,,,,70.0,,,,,,60,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
