Name,Slant Magazine,Forbes,The Enemy,Edge Magazine,GameCritics,Carole Quintaine,BaziCenter,PlayStation Country,Vgames,PLAY! Zine,Telegraph,New York Daily News,PlayStation Universe,The Loadout,TrueGaming,IGN Spain,Het Nieuwsblad,Meristation,IGN Japan,Daily Star,Atomix,Gaming Age,Game Rant,Digital Chumps,TheGamer,GamesRadar+,Digitally Downloaded,Screen Rant,SECTOR.sk,VGC,Areajugones,CD-Action,Cultured Vultures,Destructoid,Game Revolution,GameMAG,Gamer.no,GamesBeat,GamesHub,GameSpew,Gaming Nexus,GAMINGbible,God is a Geek,Guardian,XGN,Hobby Consolas,COGconnected,MGG Spain,Impulsegamer,PSX Brasil,IGN Brasil,PSX Extreme,GRYOnline.pl,GamingTrend,Worth Playing,Gamer.nl,Malditos Nerds,Press Start Australia,App Trigger,GamePro Germany,Video Chums,MeuPlayStation,Post Arcade (National Post),Softpedia,Gameblog.fr,Gamepressure,PlaySense,Washington Post,Push Square,TierraGamer,Games.cz,Power Unlimited,Metro GameCentral,Jeuxvideo.com,VideoGamer,Inverse,PlayStation LifeStyle,Dexerto,Eurogamer Italy,GAMES.CH,New Game Network,JeuxActu,T3,PLAY,3DJuegos,Ars Technica,Eurogamer,Giant Bomb,Kotaku,Launcher (The Washington Post),Polygon,Hardcore Gamer,We Got This Covered,Vandal,Attack of the Fanboy,TheSixthAxis,Noisy Pixel,Gamersky,Finger Guns,GamingBolt,Cubed3,Multiplayer.it,Everyeye.it,SpazioGames,But Why Tho?,Digital Spy,DualShockers,Variety,GameOver.gr,Trusted Reviews,IGN Portugal,VG247,MMORPG.com,IGN,IGN Adria,PC Games,Player 2,Siliconera,The Independent,Twinfinite,Gfinity,Checkpoint Gaming,EGM,4Players.de,INVEN,GamersRD,KeenGamer,LevelUp,IGN Italia,MGG,Game Informer,Oyungezer,GameByte,CGMagazine,The Games Machine,GameStar,The Jimquisition,Hey Poor Player,Stevivor,M3,Merlin'in Kazanı (Turkey),Android Central,IGN France,Easy Allies,PCMag,Shacknews,WellPlayed,GameSpot,AusGamers,Comicbook.com,ZTGD,GameSkinny,GameGrin,NME,Digital Trends,British GQ,CNET,The A.V. Club,The Verge,LEVEL (Czech Republic),The Sydney Morning Herald,Wccftech,LaPS4,IndieWire,Playstation Official Magazine UK,RPG Fan,RPGamer,Critical Hit,RPG Site,DarkStation,USgamer,Game World Navigator Magazine,Vice,Shindig,Game Over Online,The Mako Reactor,GameSpace,Gamer Escape,NPR,Gamereactor UK,Eurogamer Poland,Gamers Heroes,Quarter to Three,Mashable,Pure Playstation,Gamers' Temple,The Escapist,Gamereactor Spain,GGRecon,The So Videogames Podcast,Gamereactor Finland,Movies Games and Tech,Road to VR,Eurogamer Germany,UploadVR,GameCrate,The Digital Fix,Hot Games,GamePro,Sports Gaming Network,GamerWeb Sega,Da Gameboyz,Gaming Maxx,Dreamcast HQ,Happy Puppy,DC Swirl,The Indie Game Website
call-of-duty-vanguard,60.0,,,60.0,,80,85.0,,55.0,60.0,60.0,,60,...,85.0,60.0,,,,70.0,83.0,,,95.0,,80,,,,60.0,,,,,,,60.0,90,,80.0,65,70.0,80,,80.0,87.0,84.0,78.0,78,,,,,,,,,80,95.0,,,,,65.0,70.0,70.0,60.0,,70,73.0,,70.0,70,70,70.0,,85.0,60.0,70.0,79.0,,85.0,,80.0,,,...,,,,...,80.0,,80.0,80.0,90,,,80.0,,70.0,80.0,75,,75,,,,70.0,,70.0,,,...,,,,,,70.0,70,70.0,,,,,,,80.0,,,,,,,,,,,60.0,,,70.0,,,,,70,80.0,80,,,,,50.0,,,,,80.0,,75,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,
outriders,60.0,,,,,,,,,,,,85,,75.0,75.0,80.0,,60.0,,,,,90.0,,...,,,,40.0,,,,70,75,,90.0,,,80.0,74,,85,80.0,,85.0,72.0,80.0,,,,,80.0,,,,,,,,,,,,60.0,,70.0,,70,79.0,,,80,75,,,80.0,,,,,70.0,,80.0,,,...,,...,,,80.0,,70.0,,60,,,,,,,80,73,,,,,,80.0,,,,70,,,,80.0,,,,70.0,,55.0,,,,,80.0,,...,,,75.0,,,,,,,,,,70.0,,80,85.0,80,,,,,,,,,,,,60.0,,,,,,78,70.0,,,,,,,,,,,,,,,80.0,,...,,,,,,,,,,,,,,,,,,,,,,,
resident-evil-village-winters-expansion,,,,,,70,,,90.0,,,,80,,,,,,,,85.0,83.0,,,40,,,,,,,,,70,,60.0,,,,80.0,,,75,,,,75.0,,80,80.0,,,,,,,85,,,85.0,,85.0,,,,,,,80,,80.0,,50,65,,,,70.0,70.0,,,,,70.0,...,,,,,,,,,,80.0,,75.0,,,70.0,,80.0,75,,80,,,,,,,,,60,,80.0,,,,90.0,,,,,,,,,,,78,,,,81.0,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
romancing-saga-minstrel-song-remastered,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,80.0,,,,,75.0,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south-of-the-circle,80.0,,,,,,75.0,80.0,,,,,80,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,80.0,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,55.0,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greedfall-gold-edition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,80,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,80.0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fobia---st-dinfna-hotel,,,80.0,,,,,80.0,,,,,70,,,,,,,,,83.0,,,,,60.0,,,,,,,65,,,,,,60.0,,,,,,80.0,,,80,85.0,,,,,70.0,,,,,,,84.0,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,80.0,,,85,,,,70.0,,,,,,,,,,,,70,,,,,,,,80.0,,,,,65.0,,,,70.0,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
breakers-collection,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,70.0,,,80,,,,,,,75.0,,,,80,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,88.0,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mxgp-2021---the-official-motocross-videogame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,70.0,,,,,,...,,,,,,,,,,,,,,,,,75.0,,70,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sword-and-fairy-together-forever,,,,,,,,70.0,,,,,50,,,,,,,,,67.0,,,,,90.0,,,,,,,,,,,,,,85,,45,,,75.0,89.0,,,,,,,,,,,,,,78.0,,,,,,,,60,,,,,,,,80.0,,,,,,,70.0,,,,,,,,,,,,,,,80.0,80.0,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,71.0,,,80.0,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,
salt-and-sacrifice,,,,,65.0,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,80,,,,,,,,,90.0,,,,80,,,,,,,72.0,,,,,,,,60,,70.0,,,,,,,,,,,,,60.0,...,,...,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jojos-bizarre-adventure-all-star-battle-r,,,80.0,,80.0,,,,,70.0,,,,,,,,,,,70.0,,,,,,,70,,,,,,,,,,,,70.0,,,,,,79.0,68.0,,,75.0,,,,70,,,,,,,,75.0,,,,,,,70,,,,,70,,,,,60.0,,,,,70.0,...,,,,,,,,,80.0,,80,,,,80.0,,75.0,70,75,,,,,70.0,,,,,70,70.0,,,,,70.0,,,,,,80.0,,,68.0,,,,,80.0,86.0,,,,,,75.0,,,,,,75.0,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
far-cry-6,60.0,,,50.0,60.0,90,75.0,90.0,80.0,80.0,60.0,,80,70,,,80.0,83.0,,,,,,90.0,80,80,,,,40.0,,,,75,65,70.0,50.0,,,70.0,,,90,,70.0,91.0,85.0,,94,,,,70.0,,,,60,,90.0,78.0,,,65.0,,70.0,85.0,75.0,,70,,70.0,,80,80,50.0,,85.0,70.0,,,,80.0,,80.0,...,...,...,,,,...,80.0,,,,70,85.0,,,,70.0,78.0,78,,,,,,60.0,,,,,,,,,,,80.0,,,,,,,,,85.0,,,,,,,,,80.0,,,,,,,,,90.0,,,,,,,,90.0,...,,...,,40.0,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,
temtem,,,,,70.0,,,,,,,,...,,,,,,,,,58.0,60.0,,,,60.0,,,,...,,,,,,,,,,...,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,,70,,,,...,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,70,,,...,,,,,,,,,,,,,90.0,,,,,,,,,,,85,,,60.0,,,,,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marvels-avengers,,,,,,,,,,,,,80,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,60,83.0,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evil-west,,,,70.0,,,,80.0,,85.0,,,80,,,,,,,,88.0,,,,,,,,,,,,,,,70.0,,,,80.0,70,,85,,,,,,,74.0,,,,80,,65.0,,85,,,,,,,,,80.0,,70,,70.0,,50,,,,75.0,,,,,75.0,,80.0,,,,,...,,,,,,,,85.0,,,80.0,,70.0,,,60,,,,,,,,,,,70.0,,,,70.0,60,75.0,,67.0,,,,,,,,,,,,,80.0,80.0,,,,,,,,,,,,40,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,
gigabash,,,,,,,,70.0,,,,,75,,,,,,,,,,,,,,,60,,,,,,75,,,,,,70.0,,,,,,,,,,75.0,,,,,70.0,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-dark-pictures-anthology-house-of-ashes,,,,60.0,,65,,,,80.0,,,90,,,70.0,,,,,,,,75.0,,60,80.0,70,,,,,,60,,50.0,,80,,80.0,,60.0,85,,80.0,,78.0,75.0,70,,,,,90,70.0,,,80,90.0,60.0,,,,,,,85.0,,70,,,74.0,,75,40.0,,90.0,,80.0,80.0,65.0,,,60.0,...,,...,,...,,,,,73.0,,80,90.0,,,,,78.0,75,72,,,80,,70.0,,,60.0,,80,,,58.0,,,80.0,,,,,,,65.0,78.0,70.0,65.0,75,,,,81.0,,,80.0,,70.0,,,,,,,80.0,80,,,,,,80.0,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
haven,,,,,,,,,,,,,80,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,90.0,50.0,,,,,,,,,50.0,,80.0,,70,,,,,75,,,,,,,,,,,,,,,,,,,,70.0,,,,,70.0,,,78.0,,70,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
assassins-creed-valhalla-the-siege-of-paris,,,,,,,75.0,,,,,,70,,,,,,,,,,,,,,,60,,,,,,,,,,,,80.0,,,80,,,70.0,,80.0,,,,,,,,,,,,64.0,,,,,70.0,,,,80,,,78.0,,70,,,,,70.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,60,,,,,,80.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,
evil-dead-the-game,,,,50.0,,,75.0,,,,,,80,80,,70.0,,,,,,,60.0,82.0,,80,,,,,,,,70,,,,,,90.0,74,,,60.0,,,75.0,,,70.0,,,,,75.0,,,,70.0,70.0,,73.0,,,70.0,,85.0,,80,,,,60,70,,,75.0,,,,,70.0,,80.0,,,,,,,,80.0,,,90.0,60,,,80.0,,,,,,,,80,,,,,80.0,,,,60.0,,,,80.0,,,,,,80.0,,,,,,,,,76.0,,,80.0,,,,,,,,90,,,,80,,,,60.0,,,,...,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madison,,,,,,,75.0,,,,,,70,,,,,,,,,,70.0,,,,,,85.0,,,,,,,,,,,,,,,,,,75.0,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,80.0,,,,,,80.0,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
submerged-hidden-depths,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,70.0,,,80,,,,,,,,,,,90,70.0,,,,,,,,,,,,,,60,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,70.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outriders-worldslayer,,,,,,,70.0,,,50.0,,,,,,,,,,,,,,80.0,,,,70,,,,,,,,,,,,,74,,,,,,79.0,,,75.0,,,,,,,,,,,,,,,,,,,,80.0,,,,80,,,,,,,,,,,,,,,,,,,,,,60,70.0,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,80.0,,,75.0,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stranger-of-paradise-final-fantasy-origin,,,,60.0,,,,,,70.0,,,65,,,80.0,60.0,65.0,70.0,60.0,80.0,,70.0,,80,50,90.0,,75.0,,,65.0,,85,,,,80,,80.0,,70.0,80,,75.0,70.0,,,70,90.0,80.0,,,,80.0,65.0,,85,,75.0,76.0,80.0,,,70.0,,80.0,,60,82.0,60.0,70.0,60,75,,80.0,75.0,75.0,70.0,84.0,,65.0,,70.0,...,,...,,,,...,70.0,,67.0,,70,85.0,83.0,,70.0,70.0,70.0,70,72,,,,,70.0,,70.0,60.0,,80,70.0,80.0,75.0,70.0,,80.0,70,75.0,,,,80.0,,70.0,,75.0,70,75.0,70.0,75.0,80.0,,,,65.0,,78.0,,50.0,,,70,75.0,70,,70,,80,80.0,20.0,70.0,,,,,,,82,,,,87,70.0,,80.0,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saturnalia,,,,,,,,,,,,,80,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,70,,,,70,,,,,,,,,,,60.0,,,...,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
operation-tango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,70,,,,,,,,,,70.0,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,70,,,,,,,,,,80.0,,,,,73.0,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steelrising,,,,,,,75.0,70.0,,,,,65,,70.0,,40.0,75.0,,,,,90.0,85.0,40,,100.0,80,,,,,80.0,70,,80.0,,,60.0,70.0,70,,85,,70.0,78.0,84.0,,,80.0,,73.0,,85,75.0,75.0,,65,,68.0,77.0,,,70.0,,,75.0,,70,,70.0,,60,75,,,,65.0,70.0,,,70.0,,80.0,,,,,...,,,,,70.0,,80,,,,,,,,65,,,75,,70.0,,,,,,,,83.0,,,70.0,70,75.0,,81.0,,,,,72.0,75.0,,,,,80.0,,,80.0,65.0,,,,,,,,70.0,,,,,60,70.0,,40.0,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tormented-souls,,,,,60.0,,,80.0,,,,,60,,,,,78.0,,,,,,,,,90.0,,,,,80.0,,,,80.0,,,,70.0,,,,,,,,,,,,,,,68.0,,,,85.0,,,,,,,,,,,,,,,65,,,55.0,,60.0,,,,,50.0,,,,,,,,80.0,,70.0,,,80.0,,80.0,70.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,70.0,,,,,,67.0,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,
batora-lost-haven,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,70.0,72,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soulstice,,,,,,,,70.0,,,,,75,,,,,,,,,,,,,,70.0,90,,,,,55.0,,,70.0,,,,70.0,74,,,,,,,,72,75.0,,,,,,,,,,,,,,,,75.0,70.0,,,,,,,70,,,,,,,,,,60.0,,,,,,,,,,,,,,,70.0,,,,,76,,,,,60.0,,,,,,,60.0,,,,,,,,72.0,,,,,90.0,,,,,,,,,80.0,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
martha-is-dead,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,82.0,,,70.0,,,,,,,,,80.0,,,,,,,,,,60,,70.0,,,75,,,,,,,,,,80.0,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
circus-electrique,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,80.0,,,,,,,,,80.0,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-centennial-case-a-shijima-story,,,,70.0,,,,,,80.0,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,70.0,,,80,,,65.0,75.0,,,80.0,,,,,80.0,,,,,,,,,,,,,,,80.0,,,,,,,80.0,,60.0,,,,,70.0,,,,,,,,70.0,,77.0,,,80.0,,,,,70.0,63,71,,,,,,,,,,,50.0,40.0,,80.0,,70.0,,,,,,75.0,,,75.0,,,,,,77.0,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,83,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anno-mutationem,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,80.0,,,,,,,,,,,,,,,,,,,,,,60,,,,,65,,,,,,,,,,70.0,,,,,,,,,,74.0,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-memoir-blue,,,,60.0,,,80.0,,,,,,75,,,,,,,,,,,,,,,70,,,,,,,,,,,,70.0,,,,80.0,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,60.0,...,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,75.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tribes-of-midgard,,,,,,,70.0,,,80.0,,,80,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,60,,,75.0,,,,,,,80.0,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,70,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,
where-the-heart-leads,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,80,,,,,,,,50.0,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,50.0,,,,70.0,,,,,,...,,,,,,,,,57.0,,,60.0,,,,,,,85,90,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atomic-heart,,,,,,85,,,,,,,75,...,,80.0,,82.0,,,,,,,50,50,,,,,,,,60,,70.0,,,,70.0,80,,,,65.0,90.0,70.0,,,90.0,,,,95,,,,,,,,,,80.0,80.0,,,,60,,80.0,,50,70,,60.0,55.0,80.0,,,,,,,,,,,,,,,,,80.0,70,80.0,,,,,,75,87,,,84,,,,70.0,,,,90.0,,,,,40.0,50,75.0,,,,,,,80.0,,,,,,,,,,,,,,,,,90,55.0,,,60,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,
pac-man-world-re-pac,,,,,85.0,,,,,,,,70,,,,,,,,,,,80.0,70,,80.0,70,,,,,,70,,,,,,,,,,,80.0,,,,60,70.0,,,,75,,,,60,,,76.0,,,,,,65.0,,70,70.0,,,60,70,,,,,70.0,,,,,,,,,,,,,,,,70.0,,85.0,,,70.0,,70.0,60,80,,,,,70.0,,,,,,,,,,,70.0,,,,,,75.0,,,75.0,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ride-4,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,80,,65.0,,,,,,,,,,,,,,,,,,,,,,,,40,,80.0,,,75,,,,,80.0,,,,,,,,,,,,,,,,,...,50.0,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moonscars,,,,,65.0,,,,,,,,95,,,,,,,,,67.0,,,70,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,57.0,,,,,,,,,,,,,75,,,,,70.0,,,,,,,,,,,,,,,,,,,,60.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nhl-22,,,,,,,,,,,,,80,,,,,,,,,91.0,,96.0,,,,80,,,,,,,,,,,,,,,60,,,,65.0,,90,,,,,,60.0,,,,,,,,,75.0,,75.0,,,60,,70.0,,,,,,60.0,60.0,,86.0,70.0,,,,,,,,,,,80.0,70.0,,,,,,,60.0,,,,,,,,,,,,,,60,,,,,,60.0,,,,,,,,,,,73,,,,79.0,,,,,60.0,,,,,,60,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
star-wars-tales-from-the-galaxys-edge---enhanced-edition,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,80,,,,,,,,,,,85,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,70,,,,,,,,,,70,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,
no-more-heroes-iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,80.0,,,,,,,75.0,,,65.0,,,,,,,,,,,,,,,,,,,70,,,,,,,,60.0,,,,,,,60.0,,,,,,,,80.0,,71.0,,,,,80.0,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
