Name,Slant Magazine,Forbes,The Enemy,Edge Magazine,GameCritics,Carole Quintaine,BaziCenter,PlayStation Country,Vgames,PLAY! Zine,Telegraph,New York Daily News,PlayStation Universe,The Loadout,TrueGaming,IGN Spain,Het Nieuwsblad,Meristation,IGN Japan,Daily Star,Atomix,Gaming Age,Game Rant,Digital Chumps,TheGamer,GamesRadar+,Digitally Downloaded,Screen Rant,SECTOR.sk,VGC,Areajugones,CD-Action,Cultured Vultures,Destructoid,Game Revolution,GameMAG,Gamer.no,GamesBeat,GamesHub,GameSpew,Gaming Nexus,GAMINGbible,God is a Geek,Guardian,XGN,Hobby Consolas,COGconnected,MGG Spain,Impulsegamer,PSX Brasil,IGN Brasil,PSX Extreme,GRYOnline.pl,GamingTrend,Worth Playing,Gamer.nl,Malditos Nerds,Press Start Australia,App Trigger,GamePro Germany,Video Chums,MeuPlayStation,Post Arcade (National Post),Softpedia,Gameblog.fr,Gamepressure,PlaySense,Washington Post,Push Square,TierraGamer,Games.cz,Power Unlimited,Metro GameCentral,Jeuxvideo.com,VideoGamer,Inverse,PlayStation LifeStyle,Dexerto,Eurogamer Italy,GAMES.CH,New Game Network,JeuxActu,T3,PLAY,3DJuegos,Ars Technica,Eurogamer,Giant Bomb,Kotaku,Launcher (The Washington Post),Polygon,Hardcore Gamer,We Got This Covered,Vandal,Attack of the Fanboy,TheSixthAxis,Noisy Pixel,Gamersky,Finger Guns,GamingBolt,Cubed3,Multiplayer.it,Everyeye.it,SpazioGames,But Why Tho?,Digital Spy,DualShockers,Variety,GameOver.gr,Trusted Reviews,IGN Portugal,VG247,MMORPG.com,IGN,IGN Adria,PC Games,Player 2,Siliconera,The Independent,Twinfinite,Gfinity,Checkpoint Gaming,EGM,4Players.de,INVEN,GamersRD,KeenGamer,LevelUp,IGN Italia,MGG,Game Informer,Oyungezer,GameByte,CGMagazine,The Games Machine,GameStar,The Jimquisition,Hey Poor Player,Stevivor,M3,Merlin'in Kazanı (Turkey),Android Central,IGN France,Easy Allies,PCMag,Shacknews,WellPlayed,GameSpot,AusGamers,Comicbook.com,ZTGD,GameSkinny,GameGrin,NME,Digital Trends,British GQ,CNET,The A.V. Club,The Verge,LEVEL (Czech Republic),The Sydney Morning Herald,Wccftech,LaPS4,IndieWire,Playstation Official Magazine UK,RPG Fan,RPGamer,Critical Hit,RPG Site,DarkStation,USgamer,Game World Navigator Magazine,Vice,Shindig,Game Over Online,The Mako Reactor,GameSpace,Gamer Escape,NPR,Gamereactor UK,Eurogamer Poland,Gamers Heroes,Quarter to Three,Mashable,Pure Playstation,Gamers' Temple,The Escapist,Gamereactor Spain,GGRecon,The So Videogames Podcast,Gamereactor Finland,Movies Games and Tech,Road to VR,Eurogamer Germany,UploadVR,GameCrate,The Digital Fix,Hot Games,GamePro,Sports Gaming Network,GamerWeb Sega,Da Gameboyz,Gaming Maxx,Dreamcast HQ,Happy Puppy,DC Swirl,The Indie Game Website
destroy-all-humans!-2---reprobed,,,,,,,50.0,70.0,,80.0,,,30,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,70.0,65,60.0,80,,,,75.0,70.0,,80.0,,,55.0,,70.0,,,70,90.0,,,70.0,,75.0,,,,,40,,80.0,,,75,,,,80.0,,,,,,50.0,,,,,,,,60.0,,70.0,,60,,,80.0,,,75.0,,62,,,75,,,,,,,,60.0,,,,,80.0,,65.0,,,,80.0,,,,,,,,,,,,50.0,,,,,,,,,70.0,,,70,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tesla-force,,,,,,,,80.0,,,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,73.0,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soundfall,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,70.0,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,50,,,,60,,,,65.0,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
warhammer-chaosbane,,,,,,,,60.0,,,,,60,,,,,,,,,,,,,,,60,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session-skate-sim,,,,,70.0,,,70.0,,,,,80,,,,,,,,,,30.0,,100,,,80,65.0,,,,,,,,,,,,,,75,,,,70.0,,,,,,,70,,,,,,,,,,80.0,,60.0,,,60,,,78.0,,,,,,,,,,,,50.0,,,...,,,,,,,,,,,,90.0,60.0,,70.0,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,60,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neptunia-reverse,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,45,,,,,,,,,,,,70.0,,,,,,84.0,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,55.0,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aliens-fireteam-elite,,,,,,,,80.0,,,,,70,,,60.0,,,,,,,30.0,85.0,,,,,,,,,,,,70.0,,,,70.0,,,,,,78.0,,70.0,,,,,,,70.0,,,,75.0,,,,,,,,65.0,,60,,,,40,,,,,,,,,,,60.0,,,...,,,,,60.0,90.0,75.0,,,,,,60.0,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,73.0,,,,,,,,,80.0,,,,,,,,,,80,,,,70,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,
oddworld-soulstorm,,,,50.0,80.0,,70.0,,,,,,80,,,,40.0,,,,,,60.0,,60,,,70,,60.0,,75.0,,85,70,70.0,40.0,,,,,,,,,80.0,78.0,,,,,,,,80.0,,,65,,,85.0,,,,,,65.0,,40,70.0,60.0,65.0,70,75,60.0,,65.0,,70.0,,,80.0,,40.0,...,,,,,,,,,78.0,,70,80.0,,,80.0,90.0,75.0,70,70,,,,,,,70.0,,,70,,,,,,,,,,70.0,,,,,72.0,,50,,,,75.0,,,,,,,,60.0,,,80,,,,,,30,70.0,,,,,,,,,85,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
isonzo,,,,,,,,60.0,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,70.0,,,,,,,,,,,75.0,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,63,,,,,70.0,,,,,,,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mobile-suit-gundam-battle-operation-code-fairy,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,80.0,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monster-energy-supercross---the-official-videogame-4,,,,,,,,,,,,,70,,,,,,,,,,,70.0,,,,40,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,75,,,,,,75.0,,,,,,,,,,,,50.0,,,,,,,,,,,65,,,,,,,,,,,60,,,,,,,,,,,,,,,67.0,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,
redout-2,,,,,,,,70.0,,,,,,,,,,,,,,50.0,40.0,,,,,,,,,,,,,,,,,60.0,55,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,60,,,,70,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,80.0,,,,,,,40,,,,,,,,,,,,,,,70.0,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monark,,,,,,,60.0,70.0,,,,,65,,,,,,,,,,,,,,,,,,,,,60,,70.0,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,65.0,,40,,,,,65,,,,,,,,,,70.0,...,,,,,,,70.0,,70.0,,,80.0,,,50.0,,74.0,77,50,,,,,,,,,,60,,,,80.0,,,60,60.0,,,,,,,,75.0,,,,70.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,70.0,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
button-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,80.0,,,,,,,,,,,,,,52.0,,,,,,,,50,,,,,,,,75.0,,,,,,,70.0,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,
serious-sam-4-planet-badass,,,,,,,,60.0,,,,,,,,,,70.0,,,,,,,,,80.0,,,,,,,,,,,,,70.0,,,,,,,65.0,,,,,,,,,,,,40.0,,,,,,,,,,60,,,,,,,,65.0,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neptunia-sisters-vs-sisters,,,,,,,,,,,,,65,,,,,,,,,42.0,,,,,80.0,,,,,,,,,,,,,50.0,,,65,,,,,,,70.0,,,,,,,,,,,81.0,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,60,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
last-stop,,,,,,,,,,,,,85,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,70,,,,,65,60.0,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nickelodeon-all-star-brawl,,,,,45.0,,,,,,,,50,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,70.0,70,,,,,,,,,,,,,,60.0,,,,,,64.0,,,,,,,,70,,,,60,70,,,60.0,,,,,,,,,,,,,,,,,,,,,,60.0,,60.0,70.0,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,70,,,,,,,70.0,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
valkyrie-elysium,,,,60.0,,,,,,,,,65,,,60.0,,,70.0,,80.0,,,,,,90.0,70,,,,,,45,,,70.0,,,70.0,,,70,,75.0,72.0,75.0,,62,70.0,,,,80,75.0,,,,,,70.0,,,,50.0,,,,60,83.0,,,60,65,,,,,60.0,,,,,,...,,,,...,,,70.0,60.0,70.0,80.0,,80.0,,,80.0,60.0,75.0,70,75,,,,,,,,,,60,60.0,60.0,67.0,,,,,55.0,,70.0,65.0,75.0,,70.0,73.0,55.0,,,,80.0,72.0,,,,,,,,50.0,,,50,45.0,50,,,60.0,30,,,40.0,,,,,,,62,,,,80,70.0,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terminator-resistance---annihilation-line,,,,,,,,70.0,,,,,70,,,,,,,,,,,,,,,70,,,,,,,,,,,,60.0,55,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alfred-hitchcock-vertigo,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,70.0,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,70.0,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forspoken,,,40.0,60.0,,50,50.0,,65.0,35.0,,,70,50,65.0,70.0,20.0,73.0,80.0,60.0,85.0,42.0,60.0,75.0,70,50,,70,70.0,,,55.0,,70,,,40.0,...,80.0,80.0,95,50.0,75,40.0,45.0,80.0,70.0,,70,80.0,,,80.0,90,69.0,65.0,75,75,80.0,65.0,,73.0,,65.0,50.0,,70.0,,60,80.0,40.0,64.0,40,80,,70.0,80.0,40.0,,72.0,,,,,...,,...,,...,80,...,40.0,80.0,70.0,50.0,60,45.0,79.0,70.0,70.0,,70.0,80,80,70,,65,70.0,50.0,,,60.0,65.0,60,70.0,,,70.0,,80.0,60,65.0,,70.0,73.0,65.0,,65.0,75.0,60.0,75,55.0,,85.0,70.0,,50.0,70.0,,,60.0,,50.0,80.0,50,60,65.0,50,40.0,50,65.0,60,,60.0,70.0,,,,...,,,70,,,,80,,,,,,,,,,85.0,,,60.0,70.0,60.0,75.0,,,,,,,40.0,85.0,70.0,,,60.0,,,,,,,,,,,,,
aragami-2,,,,,,,,,,,,,40,,,,,,,,70.0,,,,,,,50,,,,40.0,65.0,,,,,,,60.0,,,70,,,,72.0,,,,,,,,,,,,,,82.0,,,60.0,70.0,,,,70,,,,60,70,,,60.0,,,,,,,60.0,,,,,,,,,,70.0,,,70.0,,,,,,,68,,,65,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vampire-the-masquerade---swansong,,,,,,,,,,60.0,,,80,70,,,,72.0,,,,42.0,,75.0,,50,80.0,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,80,,80.0,,55.0,,,,,,75.0,,70,,,,40,75,,,,,,,,80.0,,70.0,,,,,,,,70.0,,70.0,,,70.0,,40.0,,,68.0,65,62,,,,,,,,,,,,,,,,,,,,48.0,45.0,,,,,,,,,,,,,70.0,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spirit-of-the-north-enhanced-edition,,,,,,,,70.0,,,,,70,,,,,,,,,,,73.0,,,,40,,,,,,,,,,,,60.0,,,,,,,72.0,,70,,,,,40,70.0,,,,,,,,,,,,,,70,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,80.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hood-outlaws-legends,,,,,40.0,,,60.0,,,,,70,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,60.0,65,,75,,,,71.0,,,,,,,,,60.0,,,60.0,64.0,70.0,,,,,,,,70,,,,,50,,,75.0,,,,,,,70.0,,,...,,,,,,,68.0,,60,,,,,,,,65,,,,,,,60.0,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,60.0,50,,70,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,
fatal-frame-maiden-of-black-water,,,,,,,,50.0,,,,,70,,,70.0,,,,,,,,,,,,,,,,,,40,,80.0,,,,60.0,,50.0,80,,,74.0,,,70,,,,,90,,,,,,,80.0,,,,,,,,50,,50.0,,30,60,,,40.0,,70.0,,,,,,...,,,,,,,,,75.0,,,75.0,83.0,,80.0,,68.0,65,,,,60,,,,,,,,,,75.0,,,,,70.0,,,,,,,69.0,,,,,,76.0,,,50.0,,,,,,,,,,,,,,80,,60.0,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kao-the-kangaroo,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,70,,,,,,,,,,45.0,,,,,55,,,,,,,,,65.0,,60,,,,,70,,,,60.0,60.0,,,,,60.0,,,,,,,,,,70.0,,70,60.0,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
override-2-super-mech-league,,,,,,,,,,,,,50,,,,,,,40.0,,,,,50,,,,,,,,,,,,,,,,74,,,,,65.0,,70.0,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,70.0,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,70.0,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,80.0
bright-memory-infinite,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,60.0,,,,,,,,,,,,,,60.0,,,,,50,,,,,,,,40.0,,,,,70.0,,60.0,,,,,,,,,,,,,,,,,,,,55,,,60,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,70.0,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
battlefield-2042,,,,60.0,70.0,,,,,50.0,,,80,,,,,,,,78.0,,50.0,70.0,,,,,,60.0,,,,60,,,,,,50.0,,,,,,,,,,,,,,,,,,,60.0,,,,,,,70.0,,,60,,40.0,,80,,,,,,,,,,,80.0,,,,,,50,,,,,,,,,,,40.0,,,,60,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way-of-the-hunter,,,,,,,60.0,,,,,,65,,,,,,,,,,,,,,,70,80.0,,,,,,,,,,,60.0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astria-ascending,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,50,,,,,65,,,75.0,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
destruction-allstars,,,,,,,60.0,,,,,,50,,,,60.0,,,80.0,75.0,,50.0,,40,,,50,,40.0,,60.0,,65,,,50.0,,,,,,,,50.0,75.0,50.0,60.0,,,,,,,,,,,,78.0,71.0,,,,60.0,,,,60,,,,50,65,,,65.0,,60.0,,60.0,65.0,,,...,...,...,,...,,,,,65.0,,60,,,,70.0,,70.0,70,,,,75,,60.0,,70.0,,,60,,,,,,50.0,,,,72.0,,,,,72.0,70.0,80,,,,75.0,,,,,,,,60.0,,,80,75.0,50,,,,60,50.0,,40.0,,,,,,,65,,,70.0,,,75.0,,,,51.0,,60.0,,,,,,,,,,,40.0,,,,,,,,,,,90.0,,,,,,,,,,,
terminator-resistance-enhanced,,,,,,,55.0,70.0,,,,,75,,,,,,,,,,,,,,,60,,,,75.0,,,,,,,,70.0,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,40,,,,,55,,,,,,,,,,50.0,,,,,,,,,,,,,,,80.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dying-light-2-stay-human-bloody-ties,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,65.0,,,,,,,,,,,,,,,,,,,,70.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saints-row,,,,40.0,,,60.0,60.0,,,,,80,70,,,,60.0,80.0,,75.0,,,,,60,,,,40.0,,55.0,,,,60.0,,,40.0,70.0,95,,60,,40.0,84.0,,65.0,62,80.0,,,,,,,75,,,65.0,,75.0,55.0,65.0,50.0,70.0,,,70,75.0,50.0,,40,75,40.0,60.0,75.0,70.0,60.0,84.0,,60.0,40,40.0,,,...,,,,,60.0,60.0,80.0,,70,,,70.0,80.0,,,,70,,,,,,60.0,50.0,60.0,,,50.0,60.0,,,,,60,,,,,90.0,,,75.0,,,,80.0,,,,,80.0,,,,,,,,,50.0,,,60,,,,,,...,,...,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,
godfall,,50.0,,,55.0,65,,,,,,,60,,,70.0,,62.0,,,,,50.0,,50,70,,,,,55,65.0,,70,70,50.0,60.0,,,,,,85,,65.0,60.0,68.0,,,,,,,75,70.0,,,70,,,,,65.0,,60.0,,65.0,,50,,50.0,,50,65,,,60.0,,60.0,,40.0,70.0,,,,,...,,,,,60.0,70.0,60.0,,50,,,,,,60.0,70,65,,,55,,50.0,,,,75.0,,,,,,,,,,40,68.0,,,,,,,70,,,60.0,70.0,,,,,40.0,,,,,50,,50.0,,60.0,,65.0,...,,,50.0,,,,,,,...,,,70.0,,,60.0,,60.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,,,,,,,,,
dynasty-warriors-9-empires,,,,,,,55.0,,,,,,70,,,,,,,,,,,,,,100.0,50,70.0,,,,,,,40.0,,,,60.0,,,55,,75.0,76.0,,,,70.0,,,,,60.0,,,,,,,,,90.0,,,45.0,,50,,,,,,,,60.0,,60.0,,,50.0,,,...,,,,,,,,,68.0,,60,70.0,,40.0,,,50.0,,,60,,,,,,,,,,,,,,,,,,,,,,,,69.0,,,,,,50.0,,,80.0,,,,,,,,,,,,40,,,65.0,40.0,,,,,,,,,,,,,,,,,,,,80.0,,55.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,
dolmen,,,80.0,,,,,40.0,,,,,45,,,40.0,,,,,,,,,,,,80,,,,,,,,,,,,60.0,49,,50,,65.0,75.0,,,,65.0,,,,,,,,,,,,55.0,,,,,,,,,40.0,,,60,,,60.0,,50.0,70.0,,,,70.0,...,,,,,,,,,70.0,,,,,60.0,,,55.0,,64,,,,,,,,,,,60.0,20.0,,,,,,75.0,,68.0,,75.0,,,,,,,,,,,,80.0,,,,,60.0,,,,,,,,,,75.0,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clive-n-wrench,,,,,,,,,,,,,55,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,60.0,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,55.0,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dusk-diver-2,,,,,,,,60.0,,,,,80,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,50.0,,,,,,,,60.0,,,,50,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foreclosed,,,,,,,,,,,,,40,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,60.0,,70.0,,,,,70.0,,,,,,,,,,50.0,,70,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,70.0,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge-of-eternity,,,,,55.0,,,,,,,,70,,,,,,,,,,,,,,40.0,,70.0,,,,,,,40.0,,,,,85,,,,,,,,,65.0,,,,,,,,,,,,,,65.0,,,,,50,,50.0,,,,,,45.0,,,,,,,60.0,,,,,,,,,,70.0,,,,,70.0,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,80,60.0,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curved-space,,,,,,,,60.0,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,
rustler,,,,,,,,,,,,,50,,,,,,,,,,,,,,,50,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,65.0,,,,,,,,,70.0,,,,,70,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,50.0,,,,,,,,,40.0,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,
